index,truck_id,route_id,departure_date,estimated_arrival,delay,event_date
28,29965111,R-9ec2159c,2019-01-01 07:00:00,2019-01-01 13:12:36,0,2024-09-19
29,23639934,R-647d7ccc,2019-01-01 07:00:00,2019-01-01 09:12:36,0,2024-09-19
30,24774056,R-71af6d34,2019-01-01 07:00:00,2019-01-01 18:42:36,0,2024-09-19
31,28411080,R-77ae4ceb,2019-01-01 07:00:00,2019-01-01 10:06:36,0,2024-09-19
32,21265684,R-f97aec0d,2019-01-01 07:00:00,2019-01-01 15:03:00,0,2024-09-19
33,33571967,R-be1f5c9c,2019-01-01 07:00:00,2019-01-02 00:21:00,0,2024-09-19
34,21539605,R-6b21c069,2019-01-01 07:00:00,2019-01-01 11:43:12,0,2024-09-19
35,13131138,R-56cddd65,2019-01-01 07:00:00,2019-01-01 11:48:00,1,2024-09-19
36,22695998,R-d036f06f,2019-01-01 07:00:00,2019-01-01 15:56:24,0,2024-09-19
37,29303248,R-b64f0229,2019-01-01 07:00:00,2019-01-02 01:04:48,1,2024-09-19
38,18611501,R-a7dd3306,2019-01-01 07:00:00,2019-01-02 00:41:24,0,2024-09-19
39,31923822,R-c93867d5,2019-01-01 07:00:00,2019-01-01 08:47:24,0,2024-09-19
40,29299682,R-e7154f58,2019-01-01 07:00:00,2019-01-01 20:09:00,0,2024-09-19
41,19350992,R-20376100,2019-01-01 07:00:00,2019-01-01 22:25:12,0,2024-09-19
42,25300316,R-e7080ced,2019-01-01 07:00:00,2019-01-02 06:33:00,0,2024-09-19
43,74054998,R-1a59c21e,2019-01-01 07:00:00,2019-01-01 21:55:48,0,2024-09-19
44,30977437,R-5d990166,2019-01-01 07:00:00,2019-01-02 06:06:00,0,2024-09-19
45,30794834,R-5b775913,2019-01-01 07:00:00,2019-01-02 05:04:12,0,2024-09-19
46,62119001,R-9c024081,2019-01-01 07:00:00,2019-01-01 08:47:24,0,2024-09-19
47,25366317,R-6cf6fe85,2019-01-01 07:00:00,2019-01-01 21:48:00,0,2024-09-19
48,61984883,R-faf1cee4,2019-01-01 07:00:00,2019-01-01 23:17:23,0,2024-09-19
49,32501985,R-513fb13a,2019-01-01 07:00:00,2019-01-01 23:37:12,0,2024-09-19
50,12298240,R-1739a9e4,2019-01-01 07:00:00,2019-01-02 06:29:24,0,2024-09-19
51,74499001,R-f4215aad,2019-01-01 07:00:00,2019-01-01 13:13:12,1,2024-09-19
52,28389523,R-d1077545,2019-01-01 07:00:00,2019-01-01 12:27:36,0,2024-09-19
53,27274345,R-3bdbf899,2019-01-01 07:00:00,2019-01-01 16:24:36,0,2024-09-19
54,19167358,R-6a1a2533,2019-01-01 07:00:00,2019-01-02 03:00:36,0,2024-09-19
55,21716796,R-c061582f,2019-01-01 07:00:00,2019-01-01 19:22:48,0,2024-09-19
56,10962127,R-3ba56a76,2019-01-01 07:00:00,2019-01-01 10:21:36,1,2024-09-19
57,12642421,R-53fee30a,2019-01-01 07:00:00,2019-01-01 20:25:12,0,2024-09-19
58,38811305,R-05ea2470,2019-01-01 07:00:00,2019-01-01 16:06:00,0,2024-09-19
59,27121057,R-2dd42922,2019-01-01 07:00:00,2019-01-01 14:24:00,0,2024-09-19
60,29906375,R-b3d53a8b,2019-01-01 07:00:00,2019-01-01 15:17:23,0,2024-09-19
61,16560736,R-d9f80fa7,2019-01-01 07:00:00,2019-01-01 11:48:36,0,2024-09-19
62,83302529,R-22882b50,2019-01-01 07:00:00,2019-01-01 19:54:36,0,2024-09-19
63,18678032,R-0ab9671f,2019-01-01 07:00:00,2019-01-01 10:30:00,1,2024-09-19
64,31120899,R-a8541811,2019-01-01 07:00:00,2019-01-01 12:00:00,0,2024-09-19
65,10042923,R-d1a24665,2019-01-01 07:00:00,2019-01-01 19:49:48,1,2024-09-19
66,28161729,R-246bd310,2019-01-01 07:00:00,2019-01-01 14:34:47,0,2024-09-19
67,23236058,R-2e1178f3,2019-01-01 07:00:00,2019-01-02 00:34:47,1,2024-09-19
68,58330582,R-bf6ee666,2019-01-01 07:00:00,2019-01-01 15:54:36,0,2024-09-19
69,20558404,R-3030198f,2019-01-01 07:00:00,2019-01-01 22:52:12,0,2024-09-19
70,27887726,R-914ed969,2019-01-01 07:00:00,2019-01-01 20:47:24,1,2024-09-19
71,19112093,R-be2d2cc3,2019-01-01 07:00:00,2019-01-01 20:16:12,0,2024-09-19
72,10747274,R-92f26285,2019-01-01 07:00:00,2019-01-01 12:15:00,0,2024-09-19
73,24859831,R-5a873cd1,2019-01-01 07:00:00,2019-01-01 11:17:23,1,2024-09-19
74,22786362,R-93bbd0a8,2019-01-01 07:00:00,2019-01-01 22:22:48,0,2024-09-19
75,14915064,R-bb957223,2019-01-01 07:00:00,2019-01-01 16:50:24,0,2024-09-19
76,12742295,R-ba0c5edb,2019-01-01 07:00:00,2019-01-01 15:46:48,0,2024-09-19
77,14841519,R-3d4b637a,2019-01-01 07:00:00,2019-01-01 18:45:36,1,2024-09-19
78,11191961,R-9d4ecda1,2019-01-01 07:00:00,2019-01-01 11:22:12,1,2024-09-19
79,15561135,R-1fa30cf7,2019-01-01 07:00:00,2019-01-01 11:35:24,1,2024-09-19
80,30423832,R-4eb1df2c,2019-01-01 07:00:00,2019-01-01 16:10:48,0,2024-09-19
81,30973015,R-20f95619,2019-01-01 07:00:00,2019-01-01 14:50:24,0,2024-09-19
82,20276394,R-356c037d,2019-01-01 07:00:00,2019-01-01 09:34:47,0,2024-09-19
83,84769150,R-a31de8a4,2019-01-01 07:00:00,2019-01-02 00:25:48,0,2024-09-19
84,57182671,R-de92a807,2019-01-01 07:00:00,2019-01-01 17:20:24,1,2024-09-19
85,23898198,R-d9a44601,2019-01-01 07:00:00,2019-01-01 09:47:24,0,2024-09-19
86,28331634,R-6b65c2e1,2019-01-01 07:00:00,2019-01-01 15:56:24,1,2024-09-19
87,52057455,R-0b2bcff5,2019-01-01 07:00:00,2019-01-02 05:35:24,0,2024-09-19
88,14732208,R-b608ac6d,2019-01-01 07:00:00,2019-01-02 04:54:36,1,2024-09-19
89,29569473,R-54f525ba,2019-01-01 07:00:00,2019-01-02 04:15:00,0,2024-09-19
90,26367553,R-09a88645,2019-01-01 07:00:00,2019-01-02 05:35:24,0,2024-09-19
91,10234289,R-cff653f0,2019-01-01 07:00:00,2019-01-02 04:01:12,0,2024-09-19
92,26768431,R-90d781e2,2019-01-01 07:00:00,2019-01-01 20:09:00,0,2024-09-19
93,13439737,R-ce2d52d9,2019-01-01 07:00:00,2019-01-01 21:48:00,0,2024-09-19
94,19486564,R-6cfb156e,2019-01-01 07:00:00,2019-01-02 04:45:00,0,2024-09-19
95,12155785,R-476fc25f,2019-01-01 07:00:00,2019-01-01 16:52:12,0,2024-09-19
96,25120714,R-4b5442fb,2019-01-01 07:00:00,2019-01-02 01:06:36,0,2024-09-19
97,29791384,R-1a32157c,2019-01-01 07:00:00,2019-01-02 02:03:00,0,2024-09-19
98,25536738,R-5dbcf5ae,2019-01-01 07:00:00,2019-01-02 05:08:24,1,2024-09-19
99,17374677,R-ad451391,2019-01-01 07:00:00,2019-01-01 17:46:48,0,2024-09-19
100,81243042,R-fd4a0eaf,2019-01-01 07:00:00,2019-01-02 03:16:12,0,2024-09-19
101,31139762,R-38e5da24,2019-01-01 07:00:00,2019-01-02 06:25:12,0,2024-09-19
102,90225505,R-f7b3c7f1,2019-01-01 07:00:00,2019-01-02 05:13:12,0,2024-09-19
103,30567382,R-1c8b53e4,2019-01-01 07:00:00,2019-01-02 02:00:00,0,2024-09-19
104,14541120,R-a0adca7e,2019-01-01 07:00:00,2019-01-01 22:22:48,0,2024-09-19
105,24964335,R-7b9174b3,2019-01-01 07:00:00,2019-01-02 05:24:36,0,2024-09-19
106,42486624,R-4bad2828,2019-01-01 07:00:00,2019-01-02 06:07:12,0,2024-09-19
107,27061072,R-ecf7b01e,2019-01-01 07:00:00,2019-01-02 05:38:24,0,2024-09-19
108,18850246,R-81806ca8,2019-01-01 07:00:00,2019-01-02 03:40:12,0,2024-09-19
109,18895478,R-299ac2b6,2019-01-01 07:00:00,2019-01-02 00:02:24,0,2024-09-19
110,12526607,R-d92c1aa1,2019-01-01 07:00:00,2019-01-01 07:45:36,0,2024-09-19
111,15060086,R-6fe2078c,2019-01-01 07:00:00,2019-01-01 12:27:36,0,2024-09-19
112,31295807,R-4f239e8b,2019-01-01 07:00:00,2019-01-02 04:45:00,0,2024-09-19
113,11699550,R-38d1e82d,2019-01-01 07:00:00,2019-01-01 20:13:48,0,2024-09-19
114,27677000,R-8d504c35,2019-01-01 07:00:00,2019-01-01 22:09:00,0,2024-09-19
115,12137340,R-6ffd78df,2019-01-01 07:00:00,2019-01-01 15:52:48,1,2024-09-19
116,22154304,R-5b41f973,2019-01-01 07:00:00,2019-01-01 15:20:24,0,2024-09-19
117,32206692,R-d86173d8,2019-01-01 07:00:00,2019-01-02 01:04:12,0,2024-09-19
118,24929825,R-a6c7b143,2019-01-01 07:00:00,2019-01-01 12:01:48,0,2024-09-19
119,27188149,R-1a51696c,2019-01-01 07:00:00,2019-01-01 11:17:23,0,2024-09-19
120,10390308,R-aab46144,2019-01-01 07:00:00,2019-01-01 10:50:24,0,2024-09-19
121,63036432,R-2ca11a2b,2019-01-01 07:00:00,2019-01-01 10:42:36,1,2024-09-19
122,23110145,R-c5f1f329,2019-01-01 07:00:00,2019-01-02 00:38:24,0,2024-09-19
123,48597864,R-e885bc9e,2019-01-01 07:00:00,2019-01-01 15:07:48,1,2024-09-19
124,24681381,R-5e925b04,2019-01-01 07:00:00,2019-01-01 08:19:12,0,2024-09-19
125,22748353,R-89580831,2019-01-01 07:00:00,2019-01-02 00:34:11,0,2024-09-19
126,20516509,R-010d7468,2019-01-01 07:00:00,2019-01-01 19:45:00,0,2024-09-19
127,82942283,R-6927f13a,2019-01-01 07:00:00,2019-01-02 00:02:24,1,2024-09-19
128,29121332,R-56f0b979,2019-01-01 07:00:00,2019-01-01 21:21:00,1,2024-09-19
129,14046819,R-8b132770,2019-01-01 07:00:00,2019-01-02 03:22:12,0,2024-09-19
130,32554054,R-25f4bbda,2019-01-01 07:00:00,2019-01-01 17:51:36,0,2024-09-19
131,21001184,R-570667ca,2019-01-01 07:00:00,2019-01-01 15:04:12,1,2024-09-19
132,23471751,R-c53701b3,2019-01-01 07:00:00,2019-01-01 09:40:48,0,2024-09-19
133,14560694,R-4f95f6ba,2019-01-01 07:00:00,2019-01-01 08:31:48,0,2024-09-19
134,59964723,R-9d373a0b,2019-01-01 07:00:00,2019-01-02 02:42:36,0,2024-09-19
135,23736018,R-1469ebed,2019-01-01 07:00:00,2019-01-01 22:03:36,0,2024-09-19
136,28006103,R-0e4c7a3e,2019-01-01 07:00:00,2019-01-01 20:33:00,0,2024-09-19
137,81904066,R-ef1b4089,2019-01-01 07:00:00,2019-01-02 00:10:48,0,2024-09-19
138,42092993,R-f8640cff,2019-01-01 07:00:00,2019-01-01 12:44:24,0,2024-09-19
139,49158022,R-073654b1,2019-01-01 07:00:00,2019-01-01 08:34:47,0,2024-09-19
140,27624262,R-67bc4206,2019-01-01 07:00:00,2019-01-01 18:10:12,1,2024-09-19
141,29956808,R-ded40d71,2019-01-01 07:00:00,2019-01-01 10:31:12,0,2024-09-19
142,95696710,R-83695b88,2019-01-01 07:00:00,2019-01-01 14:21:00,0,2024-09-19
143,93257833,R-6f562265,2019-01-01 07:00:00,2019-01-02 00:08:24,0,2024-09-19
144,28524845,R-fca783e0,2019-01-01 07:00:00,2019-01-01 12:16:48,1,2024-09-19
145,29008685,R-c92bb5c6,2019-01-01 07:00:00,2019-01-01 11:10:12,0,2024-09-19
146,13805911,R-b348ed51,2019-01-01 07:00:00,2019-01-01 20:46:48,0,2024-09-19
147,78564988,R-13d078a8,2019-01-01 07:00:00,2019-01-01 16:24:36,0,2024-09-19
148,30742689,R-4d893c04,2019-01-01 07:00:00,2019-01-01 20:13:48,0,2024-09-19
149,12168173,R-f8956d04,2019-01-01 07:00:00,2019-01-02 04:33:00,0,2024-09-19
150,33921946,R-f48e469c,2019-01-01 07:00:00,2019-01-01 13:16:48,1,2024-09-19
151,17142878,R-2bb5f063,2019-01-01 07:00:00,2019-01-01 12:28:48,0,2024-09-19
152,10633538,R-04ae9188,2019-01-01 07:00:00,2019-01-02 00:57:36,0,2024-09-19
153,16959470,R-18e54bb4,2019-01-01 07:00:00,2019-01-01 18:48:00,1,2024-09-19
154,78446029,R-f9c942a8,2019-01-01 07:00:00,2019-01-01 20:41:24,0,2024-09-19
155,20724268,R-e3a6b473,2019-01-01 07:00:00,2019-01-01 21:06:36,0,2024-09-19
156,25805634,R-a6ad6370,2019-01-01 07:00:00,2019-01-01 12:20:24,0,2024-09-19
157,33201533,R-e58bb599,2019-01-01 07:00:00,2019-01-01 12:55:48,0,2024-09-19
158,46115322,R-d492f430,2019-01-01 07:00:00,2019-01-01 20:30:36,0,2024-09-19
159,21999423,R-65cfb635,2019-01-01 07:00:00,2019-01-01 12:16:12,0,2024-09-19
160,26872264,R-c449c7d0,2019-01-01 07:00:00,2019-01-01 11:57:00,0,2024-09-19
161,27261804,R-86eb239c,2019-01-01 07:00:00,2019-01-01 16:33:36,0,2024-09-19
162,23138031,R-fb693c2a,2019-01-01 07:00:00,2019-01-01 14:22:12,0,2024-09-19
163,98614931,R-b9c85175,2019-01-01 07:00:00,2019-01-02 06:07:12,0,2024-09-19
164,20260455,R-fe016941,2019-01-01 07:00:00,2019-01-02 01:39:00,0,2024-09-19
165,18663378,R-e080ba16,2019-01-01 07:00:00,2019-01-01 21:15:36,0,2024-09-19
166,84718593,R-ff888ed5,2019-01-01 07:00:00,2019-01-01 18:42:00,0,2024-09-19
167,33546317,R-950b2259,2019-01-01 07:00:00,2019-01-01 13:34:47,1,2024-09-19
168,43346401,R-a19985d2,2019-01-01 07:00:00,2019-01-01 12:47:24,0,2024-09-19
169,12240406,R-ccdb6f4e,2019-01-01 07:00:00,2019-01-01 10:09:00,0,2024-09-19
170,26753518,R-941df974,2019-01-01 07:00:00,2019-01-01 15:48:00,0,2024-09-19
171,29349534,R-71583e8a,2019-01-01 07:00:00,2019-01-01 14:37:12,1,2024-09-19
172,61926000,R-28347962,2019-01-01 07:00:00,2019-01-01 20:12:00,1,2024-09-19
173,29378614,R-a4b1265c,2019-01-01 07:00:00,2019-01-02 00:28:12,1,2024-09-19
174,19970766,R-5bca940d,2019-01-01 07:00:00,2019-01-01 20:17:23,1,2024-09-19
175,22126955,R-53494ffa,2019-01-01 07:00:00,2019-01-01 13:50:24,0,2024-09-19
176,32516697,R-d568a5f2,2019-01-01 07:00:00,2019-01-02 01:29:24,0,2024-09-19
177,14902476,R-7bcff0d3,2019-01-01 07:00:00,2019-01-01 16:05:24,0,2024-09-19
178,17036941,R-d56bde1b,2019-01-01 07:00:00,2019-01-01 21:34:11,1,2024-09-19
179,40030230,R-a346d950,2019-01-01 07:00:00,2019-01-01 22:25:12,0,2024-09-19
180,87277280,R-2f4c1e45,2019-01-01 07:00:00,2019-01-01 23:17:23,0,2024-09-19
181,30630049,R-91da63c5,2019-01-01 07:00:00,2019-01-02 03:00:36,0,2024-09-19
182,50064164,R-7b9271bd,2019-01-01 07:00:00,2019-01-01 16:52:12,0,2024-09-19
183,18441286,R-3d43ebf8,2019-01-01 07:00:00,2019-01-01 22:09:00,1,2024-09-19
184,24287743,R-92f11a2e,2019-01-01 07:00:00,2019-01-01 15:50:24,0,2024-09-19
185,26375094,R-20e986ce,2019-01-01 07:00:00,2019-01-02 06:15:36,0,2024-09-19
186,47488840,R-d1b27d8a,2019-01-01 07:00:00,2019-01-01 17:58:48,0,2024-09-19
187,41713749,R-4bdb3bd0,2019-01-01 07:00:00,2019-01-02 00:17:23,1,2024-09-19
188,98891327,R-4ad0ec8b,2019-01-01 07:00:00,2019-01-02 03:19:12,0,2024-09-19
189,72777903,R-eb3ad4c1,2019-01-01 07:00:00,2019-01-01 22:22:12,0,2024-09-19
190,26946012,R-899d9b94,2019-01-01 07:00:00,2019-01-01 22:31:48,0,2024-09-19
191,99568033,R-ff8ce956,2019-01-01 07:00:00,2019-01-02 06:10:12,0,2024-09-19
192,22913195,R-cf631f68,2019-01-01 07:00:00,2019-01-01 22:06:00,0,2024-09-19
193,17692634,R-73f77646,2019-01-01 07:00:00,2019-01-01 23:32:24,0,2024-09-19
194,26114011,R-a80abc38,2019-01-01 07:00:00,2019-01-01 16:18:00,0,2024-09-19
195,28775989,R-1002feba,2019-01-01 07:00:00,2019-01-01 19:19:12,1,2024-09-19
196,99047862,R-3df6a9cd,2019-01-01 07:00:00,2019-01-01 21:48:00,0,2024-09-19
197,25800303,R-34f59601,2019-01-01 07:00:00,2019-01-01 23:40:48,0,2024-09-19
198,25886492,R-15b5925d,2019-01-01 07:00:00,2019-01-02 03:45:00,1,2024-09-19
199,15371035,R-d2df2fb9,2019-01-01 07:00:00,2019-01-01 22:28:48,0,2024-09-19
200,33788665,R-924d839a,2019-01-01 07:00:00,2019-01-02 02:22:12,1,2024-09-19
201,14720175,R-922e40f2,2019-01-01 07:00:00,2019-01-01 22:37:48,0,2024-09-19
202,14654654,R-531f5aad,2019-01-01 07:00:00,2019-01-02 05:19:12,0,2024-09-19
203,99981667,R-e9bf94ff,2019-01-01 07:00:00,2019-01-02 00:16:12,0,2024-09-19
204,83629587,R-c9bd5880,2019-01-01 07:00:00,2019-01-01 16:52:12,0,2024-09-19
205,19380767,R-dec30353,2019-01-01 07:00:00,2019-01-02 02:19:12,0,2024-09-19
206,14698380,R-48ceacbe,2019-01-01 07:00:00,2019-01-01 15:39:36,0,2024-09-19
207,80740040,R-ba7f18ea,2019-01-01 07:00:00,2019-01-02 06:33:00,0,2024-09-19
208,22622421,R-62cf3297,2019-01-01 07:00:00,2019-01-01 19:22:48,0,2024-09-19
209,10630400,R-4022d583,2019-01-01 07:00:00,2019-01-02 01:06:36,0,2024-09-19
210,30302867,R-93d60987,2019-01-01 07:00:00,2019-01-01 15:52:48,0,2024-09-19
211,18882093,R-1acdeb76,2019-01-01 07:00:00,2019-01-02 04:33:00,0,2024-09-19
212,24806622,R-9238cbe5,2019-01-01 07:00:00,2019-01-01 15:50:24,0,2024-09-19
213,39580514,R-6b656856,2019-01-01 07:00:00,2019-01-01 22:43:48,0,2024-09-19
214,18910102,R-79441153,2019-01-01 07:00:00,2019-01-01 10:51:36,1,2024-09-19
215,38324855,R-7892c8a5,2019-01-01 07:00:00,2019-01-01 19:37:12,0,2024-09-19
216,15000219,R-74588068,2019-01-01 07:00:00,2019-01-01 18:10:48,1,2024-09-19
217,10375958,R-3627952f,2019-01-01 07:00:00,2019-01-01 14:34:11,0,2024-09-19
218,28641239,R-ec132f26,2019-01-01 07:00:00,2019-01-01 22:49:12,0,2024-09-19
219,26768849,R-3718ca8d,2019-01-01 07:00:00,2019-01-01 15:10:48,0,2024-09-19
220,41046509,R-2803a531,2019-01-01 07:00:00,2019-01-02 02:48:00,0,2024-09-19
221,57783233,R-85779b5e,2019-01-01 07:00:00,2019-01-01 17:24:36,0,2024-09-19
222,81874052,R-590d07d7,2019-01-01 07:00:00,2019-01-02 02:36:36,0,2024-09-19
223,21111802,R-bfbffabd,2019-01-01 07:00:00,2019-01-01 09:15:36,0,2024-09-19
224,22112064,R-e3526b37,2019-01-01 07:00:00,2019-01-01 18:32:24,0,2024-09-19
225,12933975,R-bd18d373,2019-01-01 07:00:00,2019-01-01 14:17:23,1,2024-09-19
226,18507407,R-0ed24cd6,2019-01-01 07:00:00,2019-01-01 17:15:00,0,2024-09-19
227,22220018,R-e51c32bd,2019-01-01 07:00:00,2019-01-02 04:56:24,0,2024-09-19
228,84896559,R-b1e8e9c8,2019-01-01 07:00:00,2019-01-02 04:09:00,1,2024-09-19
229,16511798,R-0800a595,2019-01-01 07:00:00,2019-01-02 06:15:36,0,2024-09-19
230,28921384,R-3dac8163,2019-01-01 07:00:00,2019-01-01 21:28:12,1,2024-09-19
231,25155294,R-5f7269e5,2019-01-01 07:00:00,2019-01-01 15:25:12,0,2024-09-19
232,41797401,R-bb0d5f70,2019-01-01 07:00:00,2019-01-01 17:34:11,0,2024-09-19
233,68963717,R-43cdad5b,2019-01-01 07:00:00,2019-01-01 18:10:48,1,2024-09-19
234,66265520,R-8df73d4e,2019-01-01 07:00:00,2019-01-01 21:54:36,0,2024-09-19
235,11257008,R-6870c977,2019-01-01 07:00:00,2019-01-01 17:52:12,0,2024-09-19
236,33171837,R-a93d4476,2019-01-01 07:00:00,2019-01-01 12:08:24,0,2024-09-19
237,10048865,R-dd6ff7c1,2019-01-01 07:00:00,2019-01-01 19:36:00,1,2024-09-19
238,30423343,R-d0e06cf2,2019-01-01 07:00:00,2019-01-01 16:02:24,0,2024-09-19
239,45395833,R-30fb0047,2019-01-01 07:00:00,2019-01-01 10:21:36,0,2024-09-19
240,14407628,R-44465e11,2019-01-01 07:00:00,2019-01-01 15:20:24,0,2024-09-19
241,95491489,R-0db9d73f,2019-01-01 07:00:00,2019-01-01 13:16:48,1,2024-09-19
242,26911166,R-0149242c,2019-01-01 07:00:00,2019-01-02 06:15:36,0,2024-09-19
243,31403868,R-1a08406e,2019-01-01 07:00:00,2019-01-01 22:43:48,0,2024-09-19
244,10784487,R-4ddb6c28,2019-01-01 07:00:00,2019-01-01 17:03:36,0,2024-09-19
245,32772853,R-1d00410b,2019-01-01 07:00:00,2019-01-01 19:25:12,0,2024-09-19
246,11232163,R-abf09406,2019-01-01 07:00:00,2019-01-01 15:54:36,1,2024-09-19
247,21873226,R-c1cf4d40,2019-01-01 07:00:00,2019-01-01 17:19:12,0,2024-09-19
248,63115903,R-7c0b57f4,2019-01-01 07:00:00,2019-01-01 15:09:36,1,2024-09-19
249,76092602,R-d372b2ff,2019-01-01 07:00:00,2019-01-01 16:33:36,0,2024-09-19
250,22458296,R-e4c16974,2019-01-01 07:00:00,2019-01-01 07:42:36,0,2024-09-19
251,24236441,R-83203243,2019-01-01 07:00:00,2019-01-01 15:09:36,0,2024-09-19
252,89718106,R-7a06fc15,2019-01-01 07:00:00,2019-01-01 16:28:48,0,2024-09-19
253,12515055,R-6ca8dfef,2019-01-01 07:00:00,2019-01-01 11:24:36,1,2024-09-19
254,40072775,R-36b7154a,2019-01-01 07:00:00,2019-01-02 03:22:48,1,2024-09-19
255,61292553,R-41fb82a2,2019-01-01 07:00:00,2019-01-01 13:59:24,0,2024-09-19
256,27867488,R-4df85ea2,2019-01-01 07:00:00,2019-01-01 19:30:36,0,2024-09-19
257,21945481,R-967f065a,2019-01-01 07:00:00,2019-01-02 00:07:12,0,2024-09-19
258,28713449,R-9f9c5d4f,2019-01-01 07:00:00,2019-01-01 22:31:12,0,2024-09-19
259,28650047,R-8779af3b,2019-01-01 07:00:00,2019-01-01 15:34:11,1,2024-09-19
260,10787409,R-2e199959,2019-01-01 07:00:00,2019-01-01 13:55:12,0,2024-09-19
261,76949042,R-85997361,2019-01-01 07:00:00,2019-01-01 19:01:48,0,2024-09-19
262,30137411,R-9ac999a7,2019-01-01 07:00:00,2019-01-01 13:43:12,0,2024-09-19
263,11973768,R-e6a70c54,2019-01-01 07:00:00,2019-01-01 12:25:48,0,2024-09-19
264,15302925,R-49c63127,2019-01-01 07:00:00,2019-01-01 16:01:48,0,2024-09-19
265,27381592,R-373eec36,2019-01-01 07:00:00,2019-01-01 11:31:48,0,2024-09-19
266,79540804,R-a6c9b6f3,2019-01-01 07:00:00,2019-01-01 14:46:48,1,2024-09-19
267,12773858,R-80e4cf46,2019-01-01 07:00:00,2019-01-01 18:21:36,0,2024-09-19
268,11098873,R-eba11085,2019-01-01 07:00:00,2019-01-01 16:51:36,0,2024-09-19
269,44329842,R-c165d4fd,2019-01-01 07:00:00,2019-01-01 08:00:00,1,2024-09-19
270,20409026,R-e74e3c8c,2019-01-01 07:00:00,2019-01-02 03:09:00,0,2024-09-19
271,25670063,R-7171a317,2019-01-01 07:00:00,2019-01-01 20:28:48,0,2024-09-19
272,86730900,R-066ee0f4,2019-01-01 07:00:00,2019-01-01 11:27:00,0,2024-09-19
273,28973978,R-7430e046,2019-01-01 07:00:00,2019-01-02 01:41:24,0,2024-09-19
274,21784492,R-7d24a7c1,2019-01-01 07:00:00,2019-01-01 20:25:12,0,2024-09-19
275,29135433,R-53b3fa4a,2019-01-01 07:00:00,2019-01-02 01:04:12,0,2024-09-19
276,46155960,R-5038c702,2019-01-01 07:00:00,2019-01-01 12:28:48,0,2024-09-19
277,20792581,R-bd9f1afe,2019-01-01 07:00:00,2019-01-01 17:03:36,0,2024-09-19
278,31770381,R-3cc18593,2019-01-01 07:00:00,2019-01-02 05:27:36,0,2024-09-19
279,33710423,R-9c8a69c0,2019-01-01 07:00:00,2019-01-02 00:09:36,1,2024-09-19
280,77945069,R-8eabc8ee,2019-01-01 07:00:00,2019-01-02 02:00:00,0,2024-09-19
281,28641704,R-7c518556,2019-01-01 07:00:00,2019-01-02 01:12:36,0,2024-09-19
