index,city_id,temp,wind_speed,description,humidity,pressure,datetime,event_date
26,C-927ceb5e,19,3,Overcast,75,1028,2019-01-02 02:00:00,2024-09-19
27,C-927ceb5e,16,2,Overcast,77,1028,2019-01-02 03:00:00,2024-09-19
28,C-927ceb5e,16,3,Overcast,76,1028,2019-01-02 04:00:00,2024-09-19
29,C-927ceb5e,16,3,Overcast,76,1027,2019-01-02 05:00:00,2024-09-19
30,C-927ceb5e,16,3,Overcast,75,1027,2019-01-02 06:00:00,2024-09-19
31,C-927ceb5e,19,3,Overcast,70,1026,2019-01-02 07:00:00,2024-09-19
32,C-927ceb5e,21,4,Overcast,66,1025,2019-01-02 08:00:00,2024-09-19
33,C-927ceb5e,23,4,Overcast,61,1024,2019-01-02 09:00:00,2024-09-19
34,C-927ceb5e,25,5,Overcast,60,1023,2019-01-02 10:00:00,2024-09-19
35,C-927ceb5e,27,6,Partly cloudy,58,1022,2019-01-02 11:00:00,2024-09-19
36,C-927ceb5e,28,6,Partly cloudy,57,1021,2019-01-02 12:00:00,2024-09-19
37,C-927ceb5e,28,7,Partly cloudy,56,1020,2019-01-02 13:00:00,2024-09-19
38,C-927ceb5e,28,7,Sunny,56,1019,2019-01-02 14:00:00,2024-09-19
39,C-927ceb5e,28,7,Sunny,55,1019,2019-01-02 15:00:00,2024-09-19
40,C-927ceb5e,28,6,Sunny,57,1019,2019-01-02 16:00:00,2024-09-19
41,C-927ceb5e,28,5,Sunny,58,1019,2019-01-02 17:00:00,2024-09-19
42,C-927ceb5e,27,4,Clear,59,1019,2019-01-02 18:00:00,2024-09-19
43,C-927ceb5e,27,4,Clear,60,1019,2019-01-02 19:00:00,2024-09-19
44,C-927ceb5e,27,3,Clear,60,1019,2019-01-02 20:00:00,2024-09-19
45,C-927ceb5e,27,3,Clear,61,1019,2019-01-02 21:00:00,2024-09-19
46,C-927ceb5e,27,2,Clear,62,1019,2019-01-02 22:00:00,2024-09-19
47,C-927ceb5e,27,2,Clear,63,1019,2019-01-02 23:00:00,2024-09-19
48,C-927ceb5e,27,2,Clear,65,1019,2019-01-03 00:00:00,2024-09-19
49,C-927ceb5e,27,2,Clear,66,1019,2019-01-03 01:00:00,2024-09-19
50,C-927ceb5e,27,2,Clear,66,1019,2019-01-03 02:00:00,2024-09-19
51,C-927ceb5e,27,3,Clear,67,1019,2019-01-03 03:00:00,2024-09-19
52,C-927ceb5e,27,2,Clear,67,1019,2019-01-03 04:00:00,2024-09-19
53,C-927ceb5e,27,2,Clear,67,1019,2019-01-03 05:00:00,2024-09-19
54,C-927ceb5e,27,1,Sunny,68,1019,2019-01-03 06:00:00,2024-09-19
55,C-927ceb5e,27,3,Sunny,66,1018,2019-01-03 07:00:00,2024-09-19
56,C-927ceb5e,28,4,Sunny,65,1018,2019-01-03 08:00:00,2024-09-19
57,C-927ceb5e,28,6,Sunny,63,1018,2019-01-03 09:00:00,2024-09-19
58,C-927ceb5e,32,7,Sunny,59,1017,2019-01-03 10:00:00,2024-09-19
59,C-927ceb5e,36,8,Sunny,54,1017,2019-01-03 11:00:00,2024-09-19
60,C-927ceb5e,37,9,Sunny,50,1017,2019-01-03 12:00:00,2024-09-19
61,C-927ceb5e,39,9,Sunny,51,1016,2019-01-03 13:00:00,2024-09-19
62,C-927ceb5e,41,8,Sunny,52,1015,2019-01-03 14:00:00,2024-09-19
63,C-927ceb5e,41,8,Sunny,54,1014,2019-01-03 15:00:00,2024-09-19
64,C-927ceb5e,39,7,Sunny,59,1014,2019-01-03 16:00:00,2024-09-19
65,C-927ceb5e,37,7,Sunny,65,1015,2019-01-03 17:00:00,2024-09-19
66,C-927ceb5e,36,7,Clear,70,1015,2019-01-03 18:00:00,2024-09-19
67,C-927ceb5e,36,6,Clear,71,1015,2019-01-03 19:00:00,2024-09-19
68,C-927ceb5e,34,5,Clear,72,1015,2019-01-03 20:00:00,2024-09-19
69,C-927ceb5e,34,4,Clear,73,1014,2019-01-03 21:00:00,2024-09-19
70,C-927ceb5e,34,2,Clear,75,1014,2019-01-03 22:00:00,2024-09-19
71,C-927ceb5e,34,2,Clear,76,1014,2019-01-03 23:00:00,2024-09-19
72,C-927ceb5e,34,1,Clear,77,1014,2019-01-04 00:00:00,2024-09-19
73,C-927ceb5e,34,1,Clear,78,1013,2019-01-04 01:00:00,2024-09-19
74,C-927ceb5e,34,1,Clear,79,1012,2019-01-04 02:00:00,2024-09-19
75,C-927ceb5e,34,1,Clear,79,1012,2019-01-04 03:00:00,2024-09-19
76,C-927ceb5e,32,1,Clear,79,1012,2019-01-04 04:00:00,2024-09-19
77,C-927ceb5e,32,1,Clear,79,1011,2019-01-04 05:00:00,2024-09-19
78,C-927ceb5e,32,0,Sunny,79,1011,2019-01-04 06:00:00,2024-09-19
79,C-927ceb5e,34,2,Sunny,76,1011,2019-01-04 07:00:00,2024-09-19
80,C-927ceb5e,34,4,Sunny,74,1011,2019-01-04 08:00:00,2024-09-19
81,C-927ceb5e,36,6,Sunny,72,1011,2019-01-04 09:00:00,2024-09-19
82,C-927ceb5e,37,6,Sunny,69,1010,2019-01-04 10:00:00,2024-09-19
83,C-927ceb5e,39,6,Sunny,65,1010,2019-01-04 11:00:00,2024-09-19
84,C-927ceb5e,43,7,Sunny,61,1010,2019-01-04 12:00:00,2024-09-19
85,C-927ceb5e,43,7,Sunny,66,1009,2019-01-04 13:00:00,2024-09-19
86,C-927ceb5e,43,8,Sunny,70,1008,2019-01-04 14:00:00,2024-09-19
87,C-927ceb5e,43,9,Sunny,75,1008,2019-01-04 15:00:00,2024-09-19
88,C-927ceb5e,41,9,Sunny,78,1008,2019-01-04 16:00:00,2024-09-19
89,C-927ceb5e,39,9,Sunny,81,1009,2019-01-04 17:00:00,2024-09-19
90,C-927ceb5e,36,8,Clear,84,1009,2019-01-04 18:00:00,2024-09-19
91,C-927ceb5e,36,6,Clear,84,1010,2019-01-04 19:00:00,2024-09-19
92,C-927ceb5e,36,5,Clear,84,1010,2019-01-04 20:00:00,2024-09-19
93,C-927ceb5e,36,3,Clear,84,1010,2019-01-04 21:00:00,2024-09-19
94,C-927ceb5e,36,2,Clear,85,1010,2019-01-04 22:00:00,2024-09-19
95,C-927ceb5e,36,2,Clear,85,1010,2019-01-04 23:00:00,2024-09-19
96,C-927ceb5e,36,1,Clear,85,1011,2019-01-05 00:00:00,2024-09-19
97,C-927ceb5e,34,1,Clear,86,1011,2019-01-05 01:00:00,2024-09-19
98,C-927ceb5e,34,1,Partly cloudy,86,1011,2019-01-05 02:00:00,2024-09-19
99,C-927ceb5e,34,2,Partly cloudy,86,1011,2019-01-05 03:00:00,2024-09-19
100,C-927ceb5e,34,2,Partly cloudy,86,1012,2019-01-05 04:00:00,2024-09-19
101,C-927ceb5e,34,2,Clear,86,1012,2019-01-05 05:00:00,2024-09-19
102,C-927ceb5e,34,2,Sunny,86,1013,2019-01-05 06:00:00,2024-09-19
103,C-927ceb5e,36,4,Sunny,84,1013,2019-01-05 07:00:00,2024-09-19
104,C-927ceb5e,36,6,Sunny,82,1013,2019-01-05 08:00:00,2024-09-19
105,C-927ceb5e,37,8,Sunny,81,1013,2019-01-05 09:00:00,2024-09-19
106,C-927ceb5e,41,9,Sunny,76,1013,2019-01-05 10:00:00,2024-09-19
107,C-927ceb5e,45,9,Sunny,71,1013,2019-01-05 11:00:00,2024-09-19
108,C-927ceb5e,46,10,Sunny,67,1013,2019-01-05 12:00:00,2024-09-19
109,C-927ceb5e,48,10,Sunny,68,1014,2019-01-05 13:00:00,2024-09-19
110,C-927ceb5e,48,10,Sunny,70,1014,2019-01-05 14:00:00,2024-09-19
111,C-927ceb5e,50,10,Sunny,71,1014,2019-01-05 15:00:00,2024-09-19
112,C-927ceb5e,46,9,Sunny,75,1015,2019-01-05 16:00:00,2024-09-19
113,C-927ceb5e,45,7,Sunny,79,1016,2019-01-05 17:00:00,2024-09-19
114,C-927ceb5e,41,7,Clear,83,1017,2019-01-05 18:00:00,2024-09-19
115,C-927ceb5e,41,6,Clear,84,1017,2019-01-05 19:00:00,2024-09-19
116,C-927ceb5e,39,4,Clear,85,1018,2019-01-05 20:00:00,2024-09-19
117,C-927ceb5e,39,4,Clear,85,1018,2019-01-05 21:00:00,2024-09-19
118,C-927ceb5e,37,3,Clear,86,1019,2019-01-05 22:00:00,2024-09-19
119,C-927ceb5e,37,3,Clear,87,1019,2019-01-05 23:00:00,2024-09-19
120,C-927ceb5e,36,3,Clear,88,1020,2019-01-06 00:00:00,2024-09-19
121,C-927ceb5e,32,3,Clear,89,1020,2019-01-06 01:00:00,2024-09-19
122,C-927ceb5e,30,3,Partly cloudy,90,1020,2019-01-06 02:00:00,2024-09-19
123,C-927ceb5e,27,4,Partly cloudy,91,1020,2019-01-06 03:00:00,2024-09-19
124,C-927ceb5e,27,4,Partly cloudy,91,1020,2019-01-06 04:00:00,2024-09-19
125,C-927ceb5e,27,5,Partly cloudy,91,1020,2019-01-06 05:00:00,2024-09-19
126,C-927ceb5e,27,6,Partly cloudy,91,1020,2019-01-06 06:00:00,2024-09-19
127,C-927ceb5e,30,7,Partly cloudy,90,1020,2019-01-06 07:00:00,2024-09-19
128,C-927ceb5e,34,7,Overcast,88,1021,2019-01-06 08:00:00,2024-09-19
129,C-927ceb5e,36,9,Overcast,87,1021,2019-01-06 09:00:00,2024-09-19
130,C-927ceb5e,37,9,Overcast,84,1021,2019-01-06 10:00:00,2024-09-19
131,C-927ceb5e,39,9,Overcast,80,1021,2019-01-06 11:00:00,2024-09-19
132,C-927ceb5e,41,9,Overcast,77,1020,2019-01-06 12:00:00,2024-09-19
133,C-927ceb5e,41,9,Overcast,77,1019,2019-01-06 13:00:00,2024-09-19
134,C-927ceb5e,41,8,Overcast,76,1018,2019-01-06 14:00:00,2024-09-19
135,C-927ceb5e,43,8,Overcast,75,1017,2019-01-06 15:00:00,2024-09-19
136,C-927ceb5e,41,7,Overcast,77,1016,2019-01-06 16:00:00,2024-09-19
137,C-927ceb5e,41,7,Overcast,78,1016,2019-01-06 17:00:00,2024-09-19
138,C-927ceb5e,41,6,Overcast,80,1015,2019-01-06 18:00:00,2024-09-19
139,C-927ceb5e,41,6,Overcast,81,1014,2019-01-06 19:00:00,2024-09-19
140,C-927ceb5e,41,6,Light drizzle,83,1013,2019-01-06 20:00:00,2024-09-19
141,C-927ceb5e,43,6,Light drizzle,84,1012,2019-01-06 21:00:00,2024-09-19
142,C-927ceb5e,43,6,Light drizzle,87,1011,2019-01-06 22:00:00,2024-09-19
143,C-927ceb5e,45,6,Moderate rain,89,1010,2019-01-06 23:00:00,2024-09-19
144,C-927ceb5e,46,5,Moderate rain,92,1009,2019-01-07 00:00:00,2024-09-19
145,C-927ceb5e,46,5,Moderate rain,91,1008,2019-01-07 01:00:00,2024-09-19
146,C-927ceb5e,46,4,Moderate rain,91,1007,2019-01-07 02:00:00,2024-09-19
147,C-927ceb5e,48,4,Moderate rain,91,1006,2019-01-07 03:00:00,2024-09-19
148,C-927ceb5e,48,6,Moderate rain,92,1005,2019-01-07 04:00:00,2024-09-19
149,C-927ceb5e,48,7,Heavy rain,93,1004,2019-01-07 05:00:00,2024-09-19
150,C-927ceb5e,50,9,Heavy rain,94,1003,2019-01-07 06:00:00,2024-09-19
151,C-927ceb5e,50,11,Heavy rain,93,1002,2019-01-07 07:00:00,2024-09-19
152,C-927ceb5e,50,11,Moderate rain,93,1001,2019-01-07 08:00:00,2024-09-19
153,C-927ceb5e,52,12,Moderate rain,92,1001,2019-01-07 09:00:00,2024-09-19
154,C-927ceb5e,52,14,Moderate rain,91,1001,2019-01-07 10:00:00,2024-09-19
155,C-927ceb5e,52,16,Moderate rain at times,90,1001,2019-01-07 11:00:00,2024-09-19
156,C-927ceb5e,52,17,Moderate rain at times,89,1001,2019-01-07 12:00:00,2024-09-19
157,C-927ceb5e,52,16,Moderate rain at times,81,1002,2019-01-07 13:00:00,2024-09-19
158,C-927ceb5e,52,14,Sunny,73,1003,2019-01-07 14:00:00,2024-09-19
159,C-927ceb5e,50,12,Sunny,66,1004,2019-01-07 15:00:00,2024-09-19
160,C-927ceb5e,48,11,Sunny,71,1005,2019-01-07 16:00:00,2024-09-19
161,C-927ceb5e,46,10,Sunny,76,1007,2019-01-07 17:00:00,2024-09-19
162,C-927ceb5e,45,9,Clear,81,1008,2019-01-07 18:00:00,2024-09-19
163,C-927ceb5e,43,7,Clear,82,1008,2019-01-07 19:00:00,2024-09-19
164,C-927ceb5e,43,6,Partly cloudy,82,1009,2019-01-07 20:00:00,2024-09-19
165,C-927ceb5e,43,5,Partly cloudy,83,1009,2019-01-07 21:00:00,2024-09-19
166,C-927ceb5e,43,4,Partly cloudy,83,1009,2019-01-07 22:00:00,2024-09-19
167,C-927ceb5e,43,2,Overcast,84,1009,2019-01-07 23:00:00,2024-09-19
168,C-927ceb5e,43,1,Overcast,84,1009,2019-01-08 00:00:00,2024-09-19
169,C-927ceb5e,41,2,Overcast,84,1009,2019-01-08 01:00:00,2024-09-19
170,C-927ceb5e,41,3,Partly cloudy,84,1009,2019-01-08 02:00:00,2024-09-19
171,C-927ceb5e,41,4,Partly cloudy,85,1008,2019-01-08 03:00:00,2024-09-19
172,C-927ceb5e,41,7,Partly cloudy,82,1009,2019-01-08 04:00:00,2024-09-19
173,C-927ceb5e,41,9,Clear,79,1009,2019-01-08 05:00:00,2024-09-19
174,C-927ceb5e,41,12,Sunny,77,1010,2019-01-08 06:00:00,2024-09-19
175,C-927ceb5e,41,12,Sunny,74,1011,2019-01-08 07:00:00,2024-09-19
176,C-927ceb5e,41,11,Sunny,71,1013,2019-01-08 08:00:00,2024-09-19
177,C-927ceb5e,39,11,Sunny,68,1014,2019-01-08 09:00:00,2024-09-19
178,C-927ceb5e,41,12,Sunny,61,1015,2019-01-08 10:00:00,2024-09-19
179,C-927ceb5e,41,14,Sunny,54,1016,2019-01-08 11:00:00,2024-09-19
180,C-927ceb5e,43,15,Sunny,47,1017,2019-01-08 12:00:00,2024-09-19
181,C-927ceb5e,43,16,Sunny,45,1017,2019-01-08 13:00:00,2024-09-19
182,C-927ceb5e,43,16,Sunny,42,1017,2019-01-08 14:00:00,2024-09-19
183,C-927ceb5e,45,17,Sunny,40,1017,2019-01-08 15:00:00,2024-09-19
184,C-927ceb5e,41,16,Sunny,43,1019,2019-01-08 16:00:00,2024-09-19
185,C-927ceb5e,39,14,Sunny,46,1020,2019-01-08 17:00:00,2024-09-19
186,C-927ceb5e,36,14,Clear,50,1021,2019-01-08 18:00:00,2024-09-19
187,C-927ceb5e,34,11,Clear,49,1022,2019-01-08 19:00:00,2024-09-19
188,C-927ceb5e,32,9,Clear,49,1023,2019-01-08 20:00:00,2024-09-19
189,C-927ceb5e,28,7,Clear,49,1024,2019-01-08 21:00:00,2024-09-19
190,C-927ceb5e,28,8,Clear,49,1024,2019-01-08 22:00:00,2024-09-19
191,C-927ceb5e,28,9,Clear,48,1025,2019-01-08 23:00:00,2024-09-19
192,C-927ceb5e,27,11,Clear,48,1026,2019-01-09 00:00:00,2024-09-19
193,C-927ceb5e,27,12,Clear,47,1026,2019-01-09 01:00:00,2024-09-19
194,C-927ceb5e,25,14,Clear,47,1027,2019-01-09 02:00:00,2024-09-19
195,C-927ceb5e,25,16,Clear,46,1027,2019-01-09 03:00:00,2024-09-19
196,C-927ceb5e,23,17,Clear,46,1028,2019-01-09 04:00:00,2024-09-19
197,C-927ceb5e,23,18,Clear,46,1028,2019-01-09 05:00:00,2024-09-19
198,C-927ceb5e,23,19,Sunny,46,1029,2019-01-09 06:00:00,2024-09-19
199,C-927ceb5e,21,17,Sunny,45,1029,2019-01-09 07:00:00,2024-09-19
200,C-927ceb5e,19,16,Sunny,44,1030,2019-01-09 08:00:00,2024-09-19
201,C-927ceb5e,18,14,Sunny,43,1031,2019-01-09 09:00:00,2024-09-19
202,C-927ceb5e,19,14,Sunny,41,1031,2019-01-09 10:00:00,2024-09-19
203,C-927ceb5e,21,14,Sunny,39,1031,2019-01-09 11:00:00,2024-09-19
204,C-927ceb5e,21,14,Sunny,37,1032,2019-01-09 12:00:00,2024-09-19
205,C-927ceb5e,21,14,Sunny,37,1032,2019-01-09 13:00:00,2024-09-19
206,C-927ceb5e,21,13,Sunny,37,1032,2019-01-09 14:00:00,2024-09-19
207,C-927ceb5e,23,12,Sunny,37,1032,2019-01-09 15:00:00,2024-09-19
208,C-927ceb5e,21,11,Sunny,38,1032,2019-01-09 16:00:00,2024-09-19
209,C-927ceb5e,21,10,Sunny,38,1032,2019-01-09 17:00:00,2024-09-19
210,C-927ceb5e,21,8,Clear,39,1032,2019-01-09 18:00:00,2024-09-19
211,C-927ceb5e,21,7,Clear,37,1032,2019-01-09 19:00:00,2024-09-19
212,C-927ceb5e,21,6,Partly cloudy,36,1032,2019-01-09 20:00:00,2024-09-19
213,C-927ceb5e,21,5,Partly cloudy,35,1033,2019-01-09 21:00:00,2024-09-19
214,C-927ceb5e,21,4,Partly cloudy,36,1032,2019-01-09 22:00:00,2024-09-19
215,C-927ceb5e,19,3,Clear,37,1032,2019-01-09 23:00:00,2024-09-19
216,C-927ceb5e,19,2,Clear,38,1032,2019-01-10 00:00:00,2024-09-19
217,C-927ceb5e,19,2,Clear,40,1032,2019-01-10 01:00:00,2024-09-19
218,C-927ceb5e,19,2,Partly cloudy,42,1033,2019-01-10 02:00:00,2024-09-19
219,C-927ceb5e,18,2,Partly cloudy,43,1033,2019-01-10 03:00:00,2024-09-19
220,C-927ceb5e,18,2,Partly cloudy,45,1033,2019-01-10 04:00:00,2024-09-19
221,C-927ceb5e,18,2,Partly cloudy,47,1033,2019-01-10 05:00:00,2024-09-19
222,C-927ceb5e,18,3,Partly cloudy,49,1033,2019-01-10 06:00:00,2024-09-19
223,C-927ceb5e,18,4,Partly cloudy,49,1033,2019-01-10 07:00:00,2024-09-19
224,C-927ceb5e,18,4,Sunny,49,1033,2019-01-10 08:00:00,2024-09-19
225,C-927ceb5e,18,5,Sunny,49,1033,2019-01-10 09:00:00,2024-09-19
226,C-927ceb5e,21,5,Sunny,46,1032,2019-01-10 10:00:00,2024-09-19
227,C-927ceb5e,23,5,Sunny,43,1032,2019-01-10 11:00:00,2024-09-19
228,C-927ceb5e,25,5,Sunny,40,1031,2019-01-10 12:00:00,2024-09-19
229,C-927ceb5e,25,6,Sunny,40,1031,2019-01-10 13:00:00,2024-09-19
230,C-927ceb5e,27,6,Sunny,40,1030,2019-01-10 14:00:00,2024-09-19
231,C-927ceb5e,27,6,Sunny,40,1029,2019-01-10 15:00:00,2024-09-19
232,C-927ceb5e,27,6,Sunny,42,1029,2019-01-10 16:00:00,2024-09-19
233,C-927ceb5e,25,6,Partly cloudy,45,1029,2019-01-10 17:00:00,2024-09-19
234,C-927ceb5e,23,5,Partly cloudy,48,1029,2019-01-10 18:00:00,2024-09-19
235,C-927ceb5e,23,5,Partly cloudy,49,1028,2019-01-10 19:00:00,2024-09-19
236,C-927ceb5e,23,5,Clear,51,1028,2019-01-10 20:00:00,2024-09-19
237,C-927ceb5e,23,5,Clear,52,1028,2019-01-10 21:00:00,2024-09-19
238,C-927ceb5e,23,5,Clear,53,1028,2019-01-10 22:00:00,2024-09-19
239,C-927ceb5e,23,4,Clear,55,1028,2019-01-10 23:00:00,2024-09-19
240,C-927ceb5e,23,4,Clear,56,1027,2019-01-11 00:00:00,2024-09-19
241,C-927ceb5e,23,4,Clear,57,1027,2019-01-11 01:00:00,2024-09-19
242,C-927ceb5e,23,4,Clear,59,1027,2019-01-11 02:00:00,2024-09-19
243,C-927ceb5e,23,3,Clear,60,1027,2019-01-11 03:00:00,2024-09-19
244,C-927ceb5e,23,3,Clear,61,1027,2019-01-11 04:00:00,2024-09-19
245,C-927ceb5e,23,4,Clear,61,1027,2019-01-11 05:00:00,2024-09-19
246,C-927ceb5e,23,4,Sunny,62,1027,2019-01-11 06:00:00,2024-09-19
247,C-927ceb5e,23,4,Sunny,61,1027,2019-01-11 07:00:00,2024-09-19
248,C-927ceb5e,25,6,Partly cloudy,59,1027,2019-01-11 08:00:00,2024-09-19
249,C-927ceb5e,25,6,Partly cloudy,58,1026,2019-01-11 09:00:00,2024-09-19
250,C-927ceb5e,27,7,Partly cloudy,55,1026,2019-01-11 10:00:00,2024-09-19
251,C-927ceb5e,28,9,Partly cloudy,52,1026,2019-01-11 11:00:00,2024-09-19
252,C-927ceb5e,30,9,Partly cloudy,48,1025,2019-01-11 12:00:00,2024-09-19
253,C-927ceb5e,30,9,Partly cloudy,49,1025,2019-01-11 13:00:00,2024-09-19
254,C-927ceb5e,32,9,Partly cloudy,49,1025,2019-01-11 14:00:00,2024-09-19
255,C-927ceb5e,32,9,Partly cloudy,50,1025,2019-01-11 15:00:00,2024-09-19
256,C-927ceb5e,30,8,Partly cloudy,53,1025,2019-01-11 16:00:00,2024-09-19
257,C-927ceb5e,30,7,Partly cloudy,56,1025,2019-01-11 17:00:00,2024-09-19
258,C-927ceb5e,28,6,Partly cloudy,59,1025,2019-01-11 18:00:00,2024-09-19
259,C-927ceb5e,28,5,Partly cloudy,62,1025,2019-01-11 19:00:00,2024-09-19
260,C-927ceb5e,28,4,Cloudy,64,1025,2019-01-11 20:00:00,2024-09-19
261,C-927ceb5e,28,4,Cloudy,66,1025,2019-01-11 21:00:00,2024-09-19
262,C-927ceb5e,28,4,Cloudy,73,1025,2019-01-11 22:00:00,2024-09-19
263,C-927ceb5e,28,3,Heavy snow,79,1025,2019-01-11 23:00:00,2024-09-19
264,C-927ceb5e,27,3,Heavy snow,86,1025,2019-01-12 00:00:00,2024-09-19
265,C-927ceb5e,27,4,Heavy snow,88,1025,2019-01-12 01:00:00,2024-09-19
266,C-927ceb5e,27,4,Heavy snow,91,1025,2019-01-12 02:00:00,2024-09-19
267,C-927ceb5e,27,4,Heavy snow,93,1025,2019-01-12 03:00:00,2024-09-19
268,C-927ceb5e,27,4,Heavy snow,94,1025,2019-01-12 04:00:00,2024-09-19
269,C-927ceb5e,27,4,Heavy snow,94,1025,2019-01-12 05:00:00,2024-09-19
270,C-927ceb5e,27,4,Heavy snow,95,1025,2019-01-12 06:00:00,2024-09-19
271,C-927ceb5e,27,4,Heavy snow,95,1025,2019-01-12 07:00:00,2024-09-19
272,C-927ceb5e,28,4,Heavy snow,94,1025,2019-01-12 08:00:00,2024-09-19
273,C-927ceb5e,28,3,Heavy snow,94,1025,2019-01-12 09:00:00,2024-09-19
274,C-927ceb5e,28,4,Heavy snow,94,1025,2019-01-12 10:00:00,2024-09-19
275,C-927ceb5e,28,4,Heavy snow,94,1025,2019-01-12 11:00:00,2024-09-19
276,C-927ceb5e,30,5,Heavy snow,94,1025,2019-01-12 12:00:00,2024-09-19
277,C-927ceb5e,30,5,Heavy snow,94,1025,2019-01-12 13:00:00,2024-09-19
278,C-927ceb5e,30,6,Heavy snow,94,1025,2019-01-12 14:00:00,2024-09-19
279,C-927ceb5e,30,6,Heavy snow,93,1025,2019-01-12 15:00:00,2024-09-19
280,C-927ceb5e,30,5,Heavy snow,93,1025,2019-01-12 16:00:00,2024-09-19
281,C-927ceb5e,30,4,Heavy snow,93,1026,2019-01-12 17:00:00,2024-09-19
282,C-927ceb5e,30,4,Heavy snow,92,1026,2019-01-12 18:00:00,2024-09-19
283,C-927ceb5e,30,4,Heavy snow,92,1027,2019-01-12 19:00:00,2024-09-19
284,C-927ceb5e,30,4,Heavy snow,92,1027,2019-01-12 20:00:00,2024-09-19
285,C-927ceb5e,28,4,Heavy snow,91,1028,2019-01-12 21:00:00,2024-09-19
286,C-927ceb5e,28,4,Heavy snow,91,1028,2019-01-12 22:00:00,2024-09-19
287,C-927ceb5e,28,4,Heavy snow,91,1028,2019-01-12 23:00:00,2024-09-19
288,C-927ceb5e,28,4,Heavy snow,91,1028,2019-01-13 00:00:00,2024-09-19
289,C-927ceb5e,28,5,Heavy snow,91,1028,2019-01-13 01:00:00,2024-09-19
290,C-927ceb5e,27,5,Overcast,91,1029,2019-01-13 02:00:00,2024-09-19
291,C-927ceb5e,27,6,Overcast,91,1029,2019-01-13 03:00:00,2024-09-19
292,C-927ceb5e,27,6,Overcast,91,1030,2019-01-13 04:00:00,2024-09-19
293,C-927ceb5e,27,6,Light snow,92,1030,2019-01-13 05:00:00,2024-09-19
294,C-927ceb5e,27,6,Light snow,92,1030,2019-01-13 06:00:00,2024-09-19
295,C-927ceb5e,27,6,Light snow,92,1031,2019-01-13 07:00:00,2024-09-19
296,C-927ceb5e,25,5,Partly cloudy,92,1031,2019-01-13 08:00:00,2024-09-19
297,C-927ceb5e,25,4,Partly cloudy,91,1032,2019-01-13 09:00:00,2024-09-19
298,C-927ceb5e,27,4,Partly cloudy,90,1032,2019-01-13 10:00:00,2024-09-19
299,C-927ceb5e,28,4,Cloudy,88,1032,2019-01-13 11:00:00,2024-09-19
300,C-927ceb5e,30,4,Cloudy,86,1032,2019-01-13 12:00:00,2024-09-19
301,C-927ceb5e,30,4,Cloudy,85,1032,2019-01-13 13:00:00,2024-09-19
302,C-927ceb5e,30,4,Overcast,84,1031,2019-01-13 14:00:00,2024-09-19
303,C-927ceb5e,30,3,Overcast,84,1031,2019-01-13 15:00:00,2024-09-19
304,C-927ceb5e,30,3,Overcast,84,1031,2019-01-13 16:00:00,2024-09-19
